"תחנה","תאריך ושעה (שעון קיץ)","טמפרטורה (C°)","מהירות רוח (מטר לשניה)"
"חיפה בתי זיקוק 01/1999-03/2025","21-04-2024 00:00","18.5","4.3"
"חיפה בתי זיקוק 01/1999-03/2025","21-04-2024 03:00","19.3","2.6"
"חיפה בתי זיקוק 01/1999-03/2025","21-04-2024 06:00","18.8","4.5"
"חיפה בתי זיקוק 01/1999-03/2025","21-04-2024 09:00","21","3.4"
"חיפה בתי זיקוק 01/1999-03/2025","21-04-2024 12:00","23.8","5.3"
"חיפה בתי זיקוק 01/1999-03/2025","21-04-2024 15:00","23.9","5.5"
"חיפה בתי זיקוק 01/1999-03/2025","21-04-2024 18:00","21.8","5"
"חיפה בתי זיקוק 01/1999-03/2025","21-04-2024 21:00","19.7","4"
"חיפה בתי זיקוק 01/1999-03/2025","22-04-2024 00:00","17.9","2.1"
"חיפה בתי זיקוק 01/1999-03/2025","22-04-2024 03:00","18.3","4.1"
"חיפה בתי זיקוק 01/1999-03/2025","22-04-2024 06:00","14.7","1.3"
"חיפה בתי זיקוק 01/1999-03/2025","22-04-2024 09:00","20.7","0.8"
"חיפה בתי זיקוק 01/1999-03/2025","22-04-2024 12:00","23.6","4.3"
"חיפה בתי זיקוק 01/1999-03/2025","22-04-2024 15:00","24.1","6"
"חיפה בתי זיקוק 01/1999-03/2025","22-04-2024 18:00","22.1","5.4"
"חיפה בתי זיקוק 01/1999-03/2025","22-04-2024 21:00","20.2","4.7"
"חיפה בתי זיקוק 01/1999-03/2025","23-04-2024 00:00","19.8","4.8"
"חיפה בתי זיקוק 01/1999-03/2025","23-04-2024 03:00","19","4.6"
"חיפה בתי זיקוק 01/1999-03/2025","23-04-2024 06:00","17.6","1.8"
"חיפה בתי זיקוק 01/1999-03/2025","23-04-2024 09:00","24.2","1.2"
"חיפה בתי זיקוק 01/1999-03/2025","23-04-2024 12:00","26.5","6"
"חיפה בתי זיקוק 01/1999-03/2025","23-04-2024 15:00","27.3","5"
"חיפה בתי זיקוק 01/1999-03/2025","23-04-2024 18:00","24.7","5"
"חיפה בתי זיקוק 01/1999-03/2025","23-04-2024 21:00","22.5","4.5"
"חיפה בתי זיקוק 01/1999-03/2025","24-04-2024 00:00","19.6","2.8"
"חיפה בתי זיקוק 01/1999-03/2025","24-04-2024 03:00","18.1","6.1"
"חיפה בתי זיקוק 01/1999-03/2025","24-04-2024 06:00","18.8","5.6"
"חיפה בתי זיקוק 01/1999-03/2025","24-04-2024 09:00","28.5","7"
"חיפה בתי זיקוק 01/1999-03/2025","24-04-2024 12:00","35.5","4.4"
"חיפה בתי זיקוק 01/1999-03/2025","24-04-2024 15:00","38.2","2.3"
"חיפה בתי זיקוק 01/1999-03/2025","24-04-2024 18:00","29.5","4.7"
"חיפה בתי זיקוק 01/1999-03/2025","24-04-2024 21:00","25.1","3.2"
"חיפה בתי זיקוק 01/1999-03/2025","25-04-2024 00:00","21.7","2.9"
"חיפה בתי זיקוק 01/1999-03/2025","25-04-2024 03:00","29.6","6.1"
"חיפה בתי זיקוק 01/1999-03/2025","25-04-2024 06:00","28.4","6.2"
"חיפה בתי זיקוק 01/1999-03/2025","25-04-2024 09:00","31.5","2.9"
"חיפה בתי זיקוק 01/1999-03/2025","25-04-2024 12:00","37.3","2.7"
"חיפה בתי זיקוק 01/1999-03/2025","25-04-2024 15:00","40.3","4.1"
"חיפה בתי זיקוק 01/1999-03/2025","25-04-2024 18:00","35.7","3.6"
"חיפה בתי זיקוק 01/1999-03/2025","25-04-2024 21:00","26.1","4.1"
"חיפה בתי זיקוק 01/1999-03/2025","26-04-2024 00:00","23.9","1.7"
"חיפה בתי זיקוק 01/1999-03/2025","26-04-2024 03:00","22.4","0.6"
"חיפה בתי זיקוק 01/1999-03/2025","26-04-2024 06:00","21.6","1.6"
"חיפה בתי זיקוק 01/1999-03/2025","26-04-2024 09:00","24.5","3.6"
"חיפה בתי זיקוק 01/1999-03/2025","26-04-2024 12:00","26.2","4.6"
"חיפה בתי זיקוק 01/1999-03/2025","26-04-2024 15:00","26.8","3.8"
"חיפה בתי זיקוק 01/1999-03/2025","26-04-2024 18:00","23","3.3"
"חיפה בתי זיקוק 01/1999-03/2025","26-04-2024 21:00","20.6","1.9"
"חיפה בתי זיקוק 01/1999-03/2025","27-04-2024 00:00","20.9","2.9"
"חיפה בתי זיקוק 01/1999-03/2025","27-04-2024 03:00","20.7","2.9"
"חיפה בתי זיקוק 01/1999-03/2025","27-04-2024 06:00","19.9","4.2"
"חיפה בתי זיקוק 01/1999-03/2025","27-04-2024 09:00","22.4","1.8"
"חיפה בתי זיקוק 01/1999-03/2025","27-04-2024 12:00","22.6","5.6"
"חיפה בתי זיקוק 01/1999-03/2025","27-04-2024 15:00","25.8","9.2"
"חיפה בתי זיקוק 01/1999-03/2025","27-04-2024 18:00","23.9","5.4"
"חיפה בתי זיקוק 01/1999-03/2025","27-04-2024 21:00","22","3.7"
"חיפה בתי זיקוק 01/1999-03/2025","28-04-2024 00:00","21.2","2.7"
"חיפה בתי זיקוק 01/1999-03/2025","28-04-2024 03:00","20.6","3.1"
"חיפה בתי זיקוק 01/1999-03/2025","28-04-2024 06:00","19.7","2.4"
"חיפה בתי זיקוק 01/1999-03/2025","28-04-2024 09:00","25.1","2.6"
"חיפה בתי זיקוק 01/1999-03/2025","28-04-2024 12:00","27.1","4.3"
"חיפה בתי זיקוק 01/1999-03/2025","28-04-2024 15:00","25.4","7"
"חיפה בתי זיקוק 01/1999-03/2025","28-04-2024 18:00","23.5","4.4"
"חיפה בתי זיקוק 01/1999-03/2025","28-04-2024 21:00","21","3.3"
"חיפה בתי זיקוק 01/1999-03/2025","29-04-2024 00:00","20.7","4.3"
"חיפה בתי זיקוק 01/1999-03/2025","29-04-2024 03:00","20.4","2.2"
"חיפה בתי זיקוק 01/1999-03/2025","29-04-2024 06:00","21.1","2.6"
"חיפה בתי זיקוק 01/1999-03/2025","29-04-2024 09:00","22.5","2.3"
"חיפה בתי זיקוק 01/1999-03/2025","29-04-2024 12:00","25.1","4"
"חיפה בתי זיקוק 01/1999-03/2025","29-04-2024 15:00","24.4","7.3"
"חיפה בתי זיקוק 01/1999-03/2025","29-04-2024 18:00","23","5.5"
"חיפה בתי זיקוק 01/1999-03/2025","29-04-2024 21:00","22","5.1"
"חיפה בתי זיקוק 01/1999-03/2025","30-04-2024 00:00","21.4","2.8"
"חיפה בתי זיקוק 01/1999-03/2025","30-04-2024 03:00","20","3.1"
"חיפה בתי זיקוק 01/1999-03/2025","30-04-2024 06:00","20.9","2.1"
"חיפה בתי זיקוק 01/1999-03/2025","30-04-2024 09:00","22.2","3.3"
"חיפה בתי זיקוק 01/1999-03/2025","30-04-2024 12:00","22.1","6.3"
"חיפה בתי זיקוק 01/1999-03/2025","30-04-2024 15:00","25.5","5.9"
"חיפה בתי זיקוק 01/1999-03/2025","30-04-2024 18:00","22.8","4.6"
"חיפה בתי זיקוק 01/1999-03/2025","30-04-2024 21:00","20.1","2.3"
"חיפה בתי זיקוק 01/1999-03/2025","01-05-2024 00:00","19.3","1.8"
"חיפה בתי זיקוק 01/1999-03/2025","01-05-2024 03:00","18.4","1"
"חיפה בתי זיקוק 01/1999-03/2025","01-05-2024 06:00","19","1.2"
"חיפה בתי זיקוק 01/1999-03/2025","01-05-2024 09:00","22.5","6"
"חיפה בתי זיקוק 01/1999-03/2025","01-05-2024 12:00","25.5","5.3"
"חיפה בתי זיקוק 01/1999-03/2025","01-05-2024 15:00","25.5","6.1"
"חיפה בתי זיקוק 01/1999-03/2025","01-05-2024 18:00","23.7","3.7"
"חיפה בתי זיקוק 01/1999-03/2025","01-05-2024 21:00","21.7","2.2"
"חיפה בתי זיקוק 01/1999-03/2025","02-05-2024 00:00","21","2.7"
"חיפה בתי זיקוק 01/1999-03/2025","02-05-2024 03:00","20.8","2.9"
"חיפה בתי זיקוק 01/1999-03/2025","02-05-2024 06:00","20.9","3.6"
"חיפה בתי זיקוק 01/1999-03/2025","02-05-2024 09:00","23.4","4.2"
"חיפה בתי זיקוק 01/1999-03/2025","02-05-2024 12:00","25.1","5.5"
"חיפה בתי זיקוק 01/1999-03/2025","02-05-2024 15:00","24.3","6"
"חיפה בתי זיקוק 01/1999-03/2025","02-05-2024 18:00","22.8","5.7"
"חיפה בתי זיקוק 01/1999-03/2025","02-05-2024 21:00","20","2"
"חיפה בתי זיקוק 01/1999-03/2025","03-05-2024 00:00","19.5","3"
"חיפה בתי זיקוק 01/1999-03/2025","03-05-2024 03:00","19","1.4"
"חיפה בתי זיקוק 01/1999-03/2025","03-05-2024 06:00","18.9","1.1"
"חיפה בתי זיקוק 01/1999-03/2025","03-05-2024 09:00","22.9","4.3"
"חיפה בתי זיקוק 01/1999-03/2025","03-05-2024 12:00","25.1","6.8"
"חיפה בתי זיקוק 01/1999-03/2025","03-05-2024 15:00","24.4","5.3"
"חיפה בתי זיקוק 01/1999-03/2025","03-05-2024 18:00","23.4","4.8"
"חיפה בתי זיקוק 01/1999-03/2025","03-05-2024 21:00","21","3.4"
"חיפה בתי זיקוק 01/1999-03/2025","04-05-2024 00:00","20.7","3.5"
"חיפה בתי זיקוק 01/1999-03/2025","04-05-2024 03:00","20.1","4.5"
"חיפה בתי זיקוק 01/1999-03/2025","04-05-2024 06:00","20","4.7"
"חיפה בתי זיקוק 01/1999-03/2025","04-05-2024 09:00","23.4","4.2"
"חיפה בתי זיקוק 01/1999-03/2025","04-05-2024 12:00","25.3","8.8"
"חיפה בתי זיקוק 01/1999-03/2025","04-05-2024 15:00","25","6.9"
"חיפה בתי זיקוק 01/1999-03/2025","04-05-2024 18:00","23.1","6"
"חיפה בתי זיקוק 01/1999-03/2025","04-05-2024 21:00","20.5","3.6"
"חיפה בתי זיקוק 01/1999-03/2025","05-05-2024 00:00","20","3.8"
"חיפה בתי זיקוק 01/1999-03/2025","05-05-2024 03:00","18.1","1.8"
"חיפה בתי זיקוק 01/1999-03/2025","05-05-2024 06:00","18","2.1"
"חיפה בתי זיקוק 01/1999-03/2025","05-05-2024 09:00","21.2","5.6"
"חיפה בתי זיקוק 01/1999-03/2025","05-05-2024 12:00","24.4","6"
"חיפה בתי זיקוק 01/1999-03/2025","05-05-2024 15:00","24","7.8"
"חיפה בתי זיקוק 01/1999-03/2025","05-05-2024 18:00","18.2","3.9"
"חיפה בתי זיקוק 01/1999-03/2025","05-05-2024 21:00","17.2","5.7"
"חיפה בתי זיקוק 01/1999-03/2025","06-05-2024 00:00","17.2","3.4"
"חיפה בתי זיקוק 01/1999-03/2025","06-05-2024 03:00","18.1","4.6"
"חיפה בתי זיקוק 01/1999-03/2025","06-05-2024 06:00","16.4","5.1"
"חיפה בתי זיקוק 01/1999-03/2025","06-05-2024 09:00","20.3","3.7"
"חיפה בתי זיקוק 01/1999-03/2025","06-05-2024 12:00","23.2","5.9"
"חיפה בתי זיקוק 01/1999-03/2025","06-05-2024 15:00","24","8.3"
"חיפה בתי זיקוק 01/1999-03/2025","06-05-2024 18:00","20.9","2.3"
"חיפה בתי זיקוק 01/1999-03/2025","06-05-2024 21:00","19.8","4.6"
"חיפה בתי זיקוק 01/1999-03/2025","07-05-2024 00:00","19.1","3.9"
"חיפה בתי זיקוק 01/1999-03/2025","07-05-2024 03:00","18.5","3.8"
"חיפה בתי זיקוק 01/1999-03/2025","07-05-2024 06:00","17.3","3.8"
"חיפה בתי זיקוק 01/1999-03/2025","07-05-2024 09:00","22","5.1"
"חיפה בתי זיקוק 01/1999-03/2025","07-05-2024 12:00","23","5.1"
"חיפה בתי זיקוק 01/1999-03/2025","07-05-2024 15:00","24.7","5.4"
"חיפה בתי זיקוק 01/1999-03/2025","07-05-2024 18:00","22.7","4.8"
"חיפה בתי זיקוק 01/1999-03/2025","07-05-2024 21:00","18.5","2.7"
"חיפה בתי זיקוק 01/1999-03/2025","08-05-2024 00:00","15.7","2.6"
"חיפה בתי זיקוק 01/1999-03/2025","08-05-2024 03:00","14.1","1.1"
"חיפה בתי זיקוק 01/1999-03/2025","08-05-2024 06:00","13.1","2.1"
"חיפה בתי זיקוק 01/1999-03/2025","08-05-2024 09:00","21.2","1.2"
"חיפה בתי זיקוק 01/1999-03/2025","08-05-2024 12:00","25","3.7"
"חיפה בתי זיקוק 01/1999-03/2025","08-05-2024 15:00","24","6.4"
"חיפה בתי זיקוק 01/1999-03/2025","08-05-2024 18:00","22.6","6.1"
"חיפה בתי זיקוק 01/1999-03/2025","08-05-2024 21:00","20.3","4.2"
"חיפה בתי זיקוק 01/1999-03/2025","09-05-2024 00:00","17","2.5"
"חיפה בתי זיקוק 01/1999-03/2025","09-05-2024 03:00","14.8","2.7"
"חיפה בתי זיקוק 01/1999-03/2025","09-05-2024 06:00","21","5.7"
"חיפה בתי זיקוק 01/1999-03/2025","09-05-2024 09:00","27.1","3.1"
"חיפה בתי זיקוק 01/1999-03/2025","09-05-2024 12:00","33.2","4.2"
"חיפה בתי זיקוק 01/1999-03/2025","09-05-2024 15:00","29.1","5.7"
"חיפה בתי זיקוק 01/1999-03/2025","09-05-2024 18:00","26.3","3.8"
"חיפה בתי זיקוק 01/1999-03/2025","09-05-2024 21:00","22.7","3.7"
"חיפה בתי זיקוק 01/1999-03/2025","10-05-2024 00:00","19.9","0.5"
"חיפה בתי זיקוק 01/1999-03/2025","10-05-2024 03:00","17.3","3.6"
"חיפה בתי זיקוק 01/1999-03/2025","10-05-2024 06:00","23.8","8.1"
"חיפה בתי זיקוק 01/1999-03/2025","10-05-2024 09:00","29","5.3"
"חיפה בתי זיקוק 01/1999-03/2025","10-05-2024 12:00","36.7","6.1"
"חיפה בתי זיקוק 01/1999-03/2025","10-05-2024 15:00","36.5","5.8"
"חיפה בתי זיקוק 01/1999-03/2025","10-05-2024 18:00","32.6","8.9"
"חיפה בתי זיקוק 01/1999-03/2025","10-05-2024 21:00","31.1","6.7"
"חיפה בתי זיקוק 01/1999-03/2025","11-05-2024 00:00","24.9","3.3"
"חיפה בתי זיקוק 01/1999-03/2025","11-05-2024 03:00","23.2","2.1"
"חיפה בתי זיקוק 01/1999-03/2025","11-05-2024 06:00","20.9","3.4"
"חיפה בתי זיקוק 01/1999-03/2025","11-05-2024 09:00","25.9","4.6"
"חיפה בתי זיקוק 01/1999-03/2025","11-05-2024 12:00","27.7","5.5"
"חיפה בתי זיקוק 01/1999-03/2025","11-05-2024 15:00","27.9","4.9"
"חיפה בתי זיקוק 01/1999-03/2025","11-05-2024 18:00","23.8","5.8"
"חיפה בתי זיקוק 01/1999-03/2025","11-05-2024 21:00","20.7","4.2"
"חיפה בתי זיקוק 01/1999-03/2025","12-05-2024 00:00","19.9","4.4"
"חיפה בתי זיקוק 01/1999-03/2025","12-05-2024 03:00","19.1","3.8"
"חיפה בתי זיקוק 01/1999-03/2025","12-05-2024 06:00","19","3.8"
"חיפה בתי זיקוק 01/1999-03/2025","12-05-2024 09:00","24.2","4.3"
"חיפה בתי זיקוק 01/1999-03/2025","12-05-2024 12:00","26.1","6.7"
"חיפה בתי זיקוק 01/1999-03/2025","12-05-2024 15:00","25.6","6.3"
"חיפה בתי זיקוק 01/1999-03/2025","12-05-2024 18:00","23","5.6"
"חיפה בתי זיקוק 01/1999-03/2025","12-05-2024 21:00","21.2","4.2"
"חיפה בתי זיקוק 01/1999-03/2025","13-05-2024 00:00","20.9","5.1"
"חיפה בתי זיקוק 01/1999-03/2025","13-05-2024 03:00","19.5","2.9"
"חיפה בתי זיקוק 01/1999-03/2025","13-05-2024 06:00","20","3.7"
"חיפה בתי זיקוק 01/1999-03/2025","13-05-2024 09:00","22.5","6.3"
"חיפה בתי זיקוק 01/1999-03/2025","13-05-2024 12:00","23.3","7.8"
"חיפה בתי זיקוק 01/1999-03/2025","13-05-2024 15:00","24","8.7"
"חיפה בתי זיקוק 01/1999-03/2025","13-05-2024 18:00","22.3","6"
"חיפה בתי זיקוק 01/1999-03/2025","13-05-2024 21:00","20.1","3.5"
"חיפה בתי זיקוק 01/1999-03/2025","14-05-2024 00:00","20","4.1"
"חיפה בתי זיקוק 01/1999-03/2025","14-05-2024 03:00","18.7","3.2"
"חיפה בתי זיקוק 01/1999-03/2025","14-05-2024 06:00","18.9","3.1"
"חיפה בתי זיקוק 01/1999-03/2025","14-05-2024 09:00","21.2","0.7"
"חיפה בתי זיקוק 01/1999-03/2025","14-05-2024 12:00","24.9","6.3"
"חיפה בתי זיקוק 01/1999-03/2025","14-05-2024 15:00","25.9","5.4"
"חיפה בתי זיקוק 01/1999-03/2025","14-05-2024 18:00","22.9","4.4"
"חיפה בתי זיקוק 01/1999-03/2025","14-05-2024 21:00","19.3","3.5"
"חיפה בתי זיקוק 01/1999-03/2025","15-05-2024 00:00","18.2","1.6"
"חיפה בתי זיקוק 01/1999-03/2025","15-05-2024 03:00","16.3","1.6"
"חיפה בתי זיקוק 01/1999-03/2025","15-05-2024 06:00","15.6","0.9"
"חיפה בתי זיקוק 01/1999-03/2025","15-05-2024 09:00","21.6","0.4"
"חיפה בתי זיקוק 01/1999-03/2025","15-05-2024 12:00","26.2","5.2"
"חיפה בתי זיקוק 01/1999-03/2025","15-05-2024 15:00","25.1","6.8"
"חיפה בתי זיקוק 01/1999-03/2025","15-05-2024 18:00","22.6","5.4"
"חיפה בתי זיקוק 01/1999-03/2025","15-05-2024 21:00","19.8","4.4"
"חיפה בתי זיקוק 01/1999-03/2025","16-05-2024 00:00","18.6","2.9"
"חיפה בתי זיקוק 01/1999-03/2025","16-05-2024 03:00","16.5","1.3"
"חיפה בתי זיקוק 01/1999-03/2025","16-05-2024 06:00","14.4","2.2"
"חיפה בתי זיקוק 01/1999-03/2025","16-05-2024 09:00","23.1","1.3"
"חיפה בתי זיקוק 01/1999-03/2025","16-05-2024 12:00","25.4","5.8"
"חיפה בתי זיקוק 01/1999-03/2025","16-05-2024 15:00","25.4","7"
"חיפה בתי זיקוק 01/1999-03/2025","16-05-2024 18:00","23.6","5.8"
"חיפה בתי זיקוק 01/1999-03/2025","16-05-2024 21:00","20.9","4.1"
"חיפה בתי זיקוק 01/1999-03/2025","17-05-2024 00:00","19.3","3.4"
"חיפה בתי זיקוק 01/1999-03/2025","17-05-2024 03:00","17.3","0.8"
"חיפה בתי זיקוק 01/1999-03/2025","17-05-2024 06:00","16","1.6"
"חיפה בתי זיקוק 01/1999-03/2025","17-05-2024 09:00","23.3","1"
"חיפה בתי זיקוק 01/1999-03/2025","17-05-2024 12:00","26.8","6.2"
"חיפה בתי זיקוק 01/1999-03/2025","17-05-2024 15:00","26.6","5.3"
"חיפה בתי זיקוק 01/1999-03/2025","17-05-2024 18:00","24.4","4.9"
"חיפה בתי זיקוק 01/1999-03/2025","17-05-2024 21:00","20.9","3.3"
"חיפה בתי זיקוק 01/1999-03/2025","18-05-2024 00:00","19.9","1.6"
"חיפה בתי זיקוק 01/1999-03/2025","18-05-2024 03:00","17.8","0.9"
"חיפה בתי זיקוק 01/1999-03/2025","18-05-2024 06:00","16.7","0.8"
"חיפה בתי זיקוק 01/1999-03/2025","18-05-2024 09:00","24","1.5"
"חיפה בתי זיקוק 01/1999-03/2025","18-05-2024 12:00","28","4.1"
"חיפה בתי זיקוק 01/1999-03/2025","18-05-2024 15:00","28.3","3.7"
"חיפה בתי זיקוק 01/1999-03/2025","18-05-2024 18:00","27.1","2.8"
"חיפה בתי זיקוק 01/1999-03/2025","18-05-2024 21:00","22.5","3.2"
"חיפה בתי זיקוק 01/1999-03/2025","19-05-2024 00:00","20.6","2.8"
"חיפה בתי זיקוק 01/1999-03/2025","19-05-2024 03:00","18","2"
"חיפה בתי זיקוק 01/1999-03/2025","19-05-2024 06:00","16.6","2.3"
"חיפה בתי זיקוק 01/1999-03/2025","19-05-2024 09:00","27.1","1"
"חיפה בתי זיקוק 01/1999-03/2025","19-05-2024 12:00","30.4","4.6"
"חיפה בתי זיקוק 01/1999-03/2025","19-05-2024 15:00","29.3","5.7"
"חיפה בתי זיקוק 01/1999-03/2025","19-05-2024 18:00","25.5","4.1"
"חיפה בתי זיקוק 01/1999-03/2025","19-05-2024 21:00","22.4","2.5"
"חיפה בתי זיקוק 01/1999-03/2025","20-05-2024 00:00","20.6","2.8"
"חיפה בתי זיקוק 01/1999-03/2025","20-05-2024 03:00","18.9","1.6"
"חיפה בתי זיקוק 01/1999-03/2025","20-05-2024 06:00","18.3","0.7"
"חיפה בתי זיקוק 01/1999-03/2025","20-05-2024 09:00","27.4","0.5"
"חיפה בתי זיקוק 01/1999-03/2025","20-05-2024 12:00","33.5","2.6"
"חיפה בתי זיקוק 01/1999-03/2025","20-05-2024 15:00","34.4","5.4"
"חיפה בתי זיקוק 01/1999-03/2025","20-05-2024 18:00","30.8","2.1"
"חיפה בתי זיקוק 01/1999-03/2025","20-05-2024 21:00","24.7","2.4"
"חיפה בתי זיקוק 01/1999-03/2025","21-05-2024 00:00","21.3","1.7"
"חיפה בתי זיקוק 01/1999-03/2025","21-05-2024 03:00","21.7","2.2"
"חיפה בתי זיקוק 01/1999-03/2025","21-05-2024 06:00","20.9","1.9"
"חיפה בתי זיקוק 01/1999-03/2025","21-05-2024 09:00","25.9","0.7"
"חיפה בתי זיקוק 01/1999-03/2025","21-05-2024 12:00","29.2","6"
"חיפה בתי זיקוק 01/1999-03/2025","21-05-2024 15:00","29.7","4.8"
"חיפה בתי זיקוק 01/1999-03/2025","21-05-2024 18:00","25.8","6.3"
"חיפה בתי זיקוק 01/1999-03/2025","21-05-2024 21:00","22.9","2.6"
"חיפה בתי זיקוק 01/1999-03/2025","22-05-2024 00:00","21.2","0.9"
"חיפה בתי זיקוק 01/1999-03/2025","22-05-2024 03:00","19.7","0.5"
"חיפה בתי זיקוק 01/1999-03/2025","22-05-2024 06:00","18.9","1.5"
"חיפה בתי זיקוק 01/1999-03/2025","22-05-2024 09:00","25.9","0.9"
"חיפה בתי זיקוק 01/1999-03/2025","22-05-2024 12:00","30.3","2.8"
"חיפה בתי זיקוק 01/1999-03/2025","22-05-2024 15:00","31.1","7"
"חיפה בתי זיקוק 01/1999-03/2025","22-05-2024 18:00","25.6","2.6"
"חיפה בתי זיקוק 01/1999-03/2025","22-05-2024 21:00","23.4","2.6"
"חיפה בתי זיקוק 01/1999-03/2025","23-05-2024 00:00","23","1"
"חיפה בתי זיקוק 01/1999-03/2025","23-05-2024 03:00","20.2","0.7"
"חיפה בתי זיקוק 01/1999-03/2025","23-05-2024 06:00","20.4","0.5"
"חיפה בתי זיקוק 01/1999-03/2025","23-05-2024 09:00","27.8","1.8"
"חיפה בתי זיקוק 01/1999-03/2025","23-05-2024 12:00","33.1","4.1"
"חיפה בתי זיקוק 01/1999-03/2025","23-05-2024 15:00","34.5","4"
"חיפה בתי זיקוק 01/1999-03/2025","23-05-2024 18:00","28.4","6.1"
"חיפה בתי זיקוק 01/1999-03/2025","23-05-2024 21:00","24.1","0.9"
"חיפה בתי זיקוק 01/1999-03/2025","24-05-2024 00:00","23.6","4.9"
"חיפה בתי זיקוק 01/1999-03/2025","24-05-2024 03:00","21.6","3.2"
"חיפה בתי זיקוק 01/1999-03/2025","24-05-2024 06:00","20.9","4.2"
"חיפה בתי זיקוק 01/1999-03/2025","24-05-2024 09:00","25.4","4.9"
"חיפה בתי זיקוק 01/1999-03/2025","24-05-2024 12:00","27.2","6.8"
